,acceleration_X,acceleration_Y,acceleration_Z,Illuminance,accelerationlinear_X,accelerationlinear_Y,accelerationlinear_Z,compass_X,compass_Y,compass_Z,Latitude,Longitude,Altitude,gravity_X,gravity_Y,gravity_Z,gyro_X,gyro_Y,gyro_Z,rotation_X,rotation_Y,rotation_Z,rotation_cos,rotation_headingAccuracy
2020-06-04 13:18:19.002000128,-0.6361467563636364,4.0960483499999985,8.811706795454548,284.15884,-0.08576531498095237,-0.031899918000000006,0.0017285576190476186,17.06307104761905,-15.167633833333333,-60.97928114285713,52.3547835,4.949953599999999,46.0,-0.5607520785714287,4.149941476190476,8.866700833333336,-0.15851066261904762,-0.12765618014285715,-0.01952040163333333,0.1877452823809524,0.11235934523809524,0.3844981338095238,0.8967971628571431,0.0
2020-06-04 13:18:19.252000128,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04 13:18:19.502000128,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04 13:18:19.752000128,1.0910866,4.536889,9.465623,284.15884,-1.0638909,-0.07947016,0.6026305999999999,0.75336456,-13.817963,-62.68696,52.3547835,4.949953599999999,46.0,2.0144706,4.0790763,8.687544,0.20818270000000005,-1.7437134,-0.03959167,0.23739898,-0.026461944,0.33088297,0.9129392,0.0
2020-06-04 13:18:20.002000128,2.7200314969600004,3.319250232,8.819120072,284.15884,-0.0667016174,0.10720375123999999,0.11897298704,-4.713857317272001,-11.607891287999998,-62.13917484,52.3547835,4.949953599999999,46.0,2.6563482436000005,3.2921086879999995,8.697823000000001,-0.6801612159708,-0.6448410230799999,0.6033801000399999,0.21112234800000002,-0.06803782112000001,0.3485081024,0.9064113996,0.0
2020-06-04 13:18:20.252000128,0.27575237832,3.6722362239999997,9.39849168,284.15884,0.0556063996,0.07567882565,0.32832580768,12.24070798,-12.47923412,-62.25656036,52.3547835,4.949953599999999,46.0,0.1969093538,3.64876218,9.09087918,-0.3835741728,-0.4190165612,-0.0316259918,0.1791313852,0.06294697760000001,0.3743502852,0.9073420108,0.0
2020-06-04 13:18:20.502000128,0.7987193128000001,3.7556466480000013,8.791348536000001,284.15884,0.04242927252000018,-0.2613459272,-0.19157915239999998,6.331255219999999,-12.81446044,-62.61126024,52.3547835,4.949953599999999,46.0,0.8689337671999999,3.8842297039999996,8.94096236,0.4271166212,-0.46925406788,-0.43010527668,0.2054741496,0.028341184380000002,0.3455497216000001,0.9140576796,0.0
2020-06-04 13:18:20.752000128,1.0299892335999998,3.938651584000001,8.666568004,284.15884,-0.183052921584,-0.036164845064000015,-0.28019298736,3.112660064,-14.3160358,-62.54739131999999,52.3547835,4.949953599999999,46.0,1.216542512,3.944691556,8.89082112,0.038020220919999986,-0.296696999144,0.193269960396,0.21548078559999997,0.009616326292,0.3285664716,0.9192698692,0.0
2020-06-04 13:18:21.002000128,1.4846764608,2.9743085280000003,9.081321699999998,284.15884,-0.039536344588000004,-0.0545218752664,-0.053354568868,2.2345897920000004,-8.375103747999999,-62.61041336,52.3547835,4.949953599999999,46.0,1.526539776,3.017659872,9.140226400000001,0.10585063572799999,-0.017360779087999996,-0.07091681040000003,0.17481087439999998,-0.010911356040000002,0.3900782516,0.9020978448,0.0
2020-06-04 13:18:21.252000128,3.9301046719999997,2.465035808,8.76692856,284.15884,0.31256859680000004,-0.159986162478,-0.021779480359999992,-12.741641719999995,-5.093872676,-62.22839567999999,52.3547835,4.949953599999999,46.0,3.61002414,2.60036154,8.737468680000001,0.22528690636000004,0.186374831812,0.0019959983599999987,0.19952820791666667,-0.12092033625,0.3825947408333333,0.8939131508333333,0.0
